#name=Regions with enrichment >= 5
#description= Algorithm: Enriched Region Detection |  Parameters: |    Read List = Read List filtered on read quality metrics |    Treatment = 1668-WPT-3_sequence_only_sacCer2_sorted |    Control = 1668-WPT-1_sequence_only_sacCer2_sorted |    Enrichment Factor = 5 |    Window Size (bp) = 100 |    Minimum reads in window = 10 |    Window Slide Size (bp) = 50 |    Minimum region size (bp) = 150 |    Minimum reads in region = 15 |    Upstream padding distance for genes = 5000
Chromosome	Start	End	Read Density	Treatment Count	Control Count	Enrichment Factor	Gene Symbol	Longest Transcript	Overlap Type	Distance to TSS	
chrVII	6851	7050	0.54	108	14	5.1132326	YGL258W-A	YGL258W-A	Upstream	-2212
chrVII	6851	7050	0.54	108	14	5.1132326	VEL1		Upstream	-4160
chrVII	7051	7200	0.54	81	10	5.368894	PAU11		Upstream	-473
chrVII	7051	7200	0.54	81	10	5.368894	YPS5	YGL259W	Upstream	-1345
chrVII	7051	7200	0.54	81	10	5.368894	YGL258W-A	YGL258W-A	Upstream	-2037
chrVII	7051	7200	0.54	81	10	5.368894	VEL1		Upstream	-3985
chrVII	31501	31700	0.96	192	20	6.363134	RMR1		Upstream	-310
chrVII	31501	31700	0.96	192	20	6.363134	RTG2	YGL252C	Upstream	-4116
chrVII	31501	31700	0.96	192	20	6.363134	HFM1		CDS-Exon	36
chrVII	31501	31700	0.96	192	20	6.363134	ZIP2	YGL249W	Upstream	-1498
chrVII	31501	31700	0.96	192	20	6.363134	PDE1	YGL248W	Upstream	-4053
chrVII	110551	110900	2.5542858	894	96	6.172571	tH(GUG)G1		CDS-Exon	-25
chrVII	110551	110900	2.5542858	894	96	6.172571	tK(UUU)G1		Upstream	-4767
chrVII	110551	110900	2.5542858	894	96	6.172571	CHC1	YGL206C	Upstream	-3217
chrVII	115401	115750	3.2257142	1129	121	6.184554	tH(GUG)G1		Upstream	-4875
chrVII	115401	115750	3.2257142	1129	121	6.184554	tK(UUU)G1		CDS-Exon	83
chrVII	115401	115750	3.2257142	1129	121	6.184554	KEX1	YGL203C	Upstream	-907
chrVII	115401	115750	3.2257142	1129	121	6.184554	ARO8	YGL202W	Upstream	-488
chrVII	156053	156250	0.25757575	51	6	5.6340246	TPN1	YGL186C	Upstream	-3369
chrVII	156053	156250	0.25757575	51	6	5.6340246	YGL185C	YGL185C	Upstream	-1839
chrVII	156053	156250	0.25757575	51	6	5.6340246	STR3	YGL184C	Upstream	-133
chrVII	156053	156250	0.25757575	51	6	5.6340246	GTS1	YGL181W	Upstream	-1761
chrVII	156053	156250	0.25757575	51	6	5.6340246	ATG1	YGL180W	Upstream	-3920
chrVII	156901	157099	0.5527638	110	13	5.608531	TPN1	YGL186C	Upstream	-4218
chrVII	156901	157099	0.5527638	110	13	5.608531	YGL185C	YGL185C	Upstream	-2688
chrVII	156901	157099	0.5527638	110	13	5.608531	STR3	YGL184C	Upstream	-982
chrVII	156901	157099	0.5527638	110	13	5.608531	GTS1	YGL181W	Upstream	-912
chrVII	156901	157099	0.5527638	110	13	5.608531	ATG1	YGL180W	Upstream	-3071
chrVII	156901	157099	0.5527638	110	13	5.608531	MND1		CDS-Exon	291
chrVII	185651	185900	1.98	495	58	5.656881	tK(CUU)G2		CDS-Exon	17
chrVII	185651	185900	1.98	495	58	5.656881	HUR1	YGL168W	Upstream	-1695
chrVII	185651	185900	1.98	495	58	5.656881	SPO74	YGL170C	Upstream	-375
chrVII	185651	185900	1.98	495	58	5.656881	SUA5	YGL169W	Upstream	-290
chrVII	205452	205800	2.8681948	1001	125	5.3079143	tL(CAA)G1		CDS-Exon	99
chrVII	205452	205800	2.8681948	1001	125	5.3079143	RCK1	YGL158W	Upstream	-1412
chrVII	205452	205800	2.8681948	1001	125	5.3079143	YGL157W	YGL157W	Upstream	-3385
chrVII	205452	205800	2.8681948	1001	125	5.3079143	AMS1	YGL156W	Upstream	-4795
chrVII	207051	207250	0.555	111	12	6.1311445	RCK1	YGL158W	CDS-Exon	112
chrVII	207051	207250	0.555	111	12	6.1311445	YGL157W	YGL157W	Upstream	-1861
chrVII	207051	207250	0.555	111	12	6.1311445	AMS1	YGL156W	Upstream	-3271
chrVII	207901	208100	0.535	107	13	5.455571	RCK1	YGL158W	CDS-Exon	962
chrVII	207901	208100	0.535	107	13	5.455571	YGL157W	YGL157W	Upstream	-1011
chrVII	207901	208100	0.535	107	13	5.455571	AMS1	YGL156W	Upstream	-2421
chrVII	287151	287600	3.2955556	1483	155	6.3417525	tW(CCA)G1		CDS-Exon	86
chrVII	287151	287600	3.2955556	1483	155	6.3417525	PRP43	YGL120C	Upstream	-3432
chrVII	287151	287600	3.2955556	1483	155	6.3417525	YGL117W	YGL117W	Upstream	-1143
chrVII	287151	287600	3.2955556	1483	155	6.3417525	CDC20	YGL116W	Upstream	-2437
chrVII	287151	287600	3.2955556	1483	155	6.3417525	SNF4	YGL115W	Upstream	-4661
chrVII	319701	319998	3.067114	914	93	6.51423	tH(GUG)G2		CDS-Exon	65
chrVII	319701	319998	3.067114	914	93	6.51423	SRM1	YGL097W	Upstream	-1936
chrVII	320951	321150	0.51	102	12	5.6340246	SRM1	YGL097W	Upstream	-735
chrVII	320951	321150	0.51	102	12	5.6340246	TOS8	YGL096W	Upstream	-4284
chrVII	328501	328750	2.516	629	71	5.8720818	SOE1		CDS-Exon	39
chrVII	405351	405650	2.9833333	895	105	5.649806	ERV14	YGL054C	Upstream	-4210
chrVII	405351	405650	2.9833333	895	105	5.649806	tE(UUC)G2		Upstream	-3899
chrVII	405351	405650	2.9833333	895	105	5.649806	tR(UCU)G1		CDS-Exon	27
chrVII	405351	405650	2.9833333	895	105	5.649806	TYW3		Upstream	-279
chrVII	412251	412449	2.482412	494	58	5.6454525	tV(AAC)G1		CDS-Exon	20
chrVII	412251	412449	2.482412	494	58	5.6454525	RPT6	YGL048C	Upstream	-1061
chrVII	412251	412449	2.482412	494	58	5.6454525	RIM8	YGL045W	Upstream	-1756
chrVII	412251	412449	2.482412	494	58	5.6454525	TIF4632	YGL049C	Upstream	-2743
chrVII	413251	413447	0.3147208	62	7	5.870748	tV(AAC)G1		Upstream	-979
chrVII	413251	413447	0.3147208	62	7	5.870748	RPT6	YGL048C	Upstream	-2060
chrVII	413251	413447	0.3147208	62	7	5.870748	RIM8	YGL045W	Upstream	-757
chrVII	413251	413447	0.3147208	62	7	5.870748	DST1	YGL043W	Upstream	-4138
chrVII	413251	413447	0.3147208	62	7	5.870748	TIF4632	YGL049C	Upstream	-3742
chrVII	423001	423250	3.012	753	80	6.238854	SUP54		CDS-Exon	27
chrVII	423001	423250	3.012	753	80	6.238854	YGL041C-B	YGL041C-B	Upstream	-4234
chrVII	423001	423250	3.012	753	80	6.238854	HEM2	YGL040C	Upstream	-2564
chrVII	423001	423250	3.012	753	80	6.238854	YGL039W	YGL039W	Upstream	-842
chrVII	531351	531550	0.96	192	19	6.6980352	VMA7	YGR020C	Upstream	-4117
chrVII	531351	531550	0.96	192	19	6.6980352	tD(GUC)G1		Upstream	-164
chrVII	531351	531550	0.96	192	19	6.6980352	YGR026W	YGR026W	Upstream	-1539
chrVII	531351	531550	0.96	192	19	6.6980352	YGR027W-A	YGR027W-A	Upstream	-4611
chrVII	531351	531550	0.96	192	19	6.6980352	YGR027W-B	YGR027W-B	Upstream	-4611
chrVII	531551	531700	1.4	210	23	6.0518937	VMA7	YGR020C	Upstream	-4292
chrVII	531551	531700	1.4	210	23	6.0518937	tD(GUC)G1		CDS-Exon	11
chrVII	531551	531700	1.4	210	23	6.0518937	YGR026W	YGR026W	Upstream	-1364
chrVII	531551	531700	1.4	210	23	6.0518937	YGR027W-A	YGR027W-A	Upstream	-4436
chrVII	531551	531700	1.4	210	23	6.0518937	YGR027W-B	YGR027W-B	Upstream	-4436
chrVII	544501	544700	2.0	400	52	5.0986648	tD(GUC)G2		CDS-Exon	52
chrVII	544501	544700	2.0	400	52	5.0986648	snR46		Upstream	-774
chrVII	544501	544700	2.0	400	52	5.0986648	YGR031W	YGR031W	Upstream	-1845
chrVII	544501	544700	2.0	400	52	5.0986648	GSC2	YGR032W	Upstream	-3668
chrVII	592552	592749	0.3131313	62	8	5.1369047	TFC4	YGR047C	Upstream	-3177
chrVII	592552	592749	0.3131313	62	8	5.1369047	YGR054W	YGR054W	Upstream	-4047
chrVII	592552	592749	0.3131313	62	8	5.1369047	FMP48		Upstream	-950
chrVII	592751	592900	0.22	33	4	5.468318	TFC4	YGR047C	Upstream	-3352
chrVII	592751	592900	0.22	33	4	5.468318	YGR054W	YGR054W	Upstream	-3872
chrVII	592751	592900	0.22	33	4	5.468318	FMP48		Upstream	-775
chrVII	607851	608050	0.69	138	18	5.0816693	snR48		Upstream	-1638
chrVII	607851	608050	0.69	138	18	5.0816693	LST7		Upstream	-2445
chrVII	607851	608050	0.69	138	18	5.0816693	SPR3	YGR059W	CDS-Exon	383
chrVII	607851	608050	0.69	138	18	5.0816693	ERG25	YGR060W	Upstream	-2618
chrVII	650853	651050	0.27272728	54	6	5.965438	RPL11B	YGR085C	Upstream	-2040
chrVII	650853	651050	0.27272728	54	6	5.965438	GCD2	YGR083C	Upstream	-4132
chrVII	650853	651050	0.27272728	54	6	5.965438	MRP13	YGR084C	Upstream	-2805
chrVII	650853	651050	0.27272728	54	6	5.965438	PIL1	YGR086C	Upstream	-330
chrVII	650853	651050	0.27272728	54	6	5.965438	CTT1	YGR088W	Upstream	-3687
chrVII	652554	652900	0.6801153	236	28	5.58668	RPL11B	YGR085C	Upstream	-3816
chrVII	652554	652900	0.6801153	236	28	5.58668	MRP13	YGR084C	Upstream	-4581
chrVII	652554	652900	0.6801153	236	28	5.58668	PIL1	YGR086C	Upstream	-2106
chrVII	652554	652900	0.6801153	236	28	5.58668	PDC6	YGR087C	CDS-Exon	258
chrVII	652554	652900	0.6801153	236	28	5.58668	NNF2	YGR089W	Upstream	-4237
chrVII	652554	652900	0.6801153	236	28	5.58668	CTT1	YGR088W	Upstream	-1911
chrVII	661651	661998	2.1695402	755	68	7.359323	tT(UGU)G1		CDS-Exon	71
chrVII	661651	661998	2.1695402	755	68	7.359323	UTP22	YGR090W	Upstream	-538
chrVII	661651	661998	2.1695402	755	68	7.359323	PRP31	YGR091W	Upstream	-4521
chrVII	700651	701100	4.117778	1853	228	5.3869185	SRB5	YGR104C	Upstream	-2503
chrVII	700651	701100	4.117778	1853	228	5.3869185	VOA1		Upstream	-1085
chrVII	700651	701100	4.117778	1853	228	5.3869185	CLB1	YGR108W	Upstream	-2765
chrVII	731051	731300	3.096	774	84	6.107472	tN(GUU)G		CDS-Exon	33
chrVII	731051	731300	3.096	774	84	6.107472	YGR121W-A	YGR121W-A	Upstream	-2242
chrVII	731051	731300	3.096	774	84	6.107472	YGR117C	YGR117C	Upstream	-4692
chrVII	731051	731300	3.096	774	84	6.107472	NUP57	YGR119C	Upstream	-1499
chrVII	731051	731300	3.096	774	84	6.107472	YGR122W	YGR122W	Upstream	-2765
chrVII	731051	731300	3.096	774	84	6.107472	COG2		Upstream	-349
chrVII	739101	739300	2.03	406	51	5.276618	tI(AAU)G		CDS-Exon	73
chrVII	739101	739300	2.03	406	51	5.276618	ASN2	YGR124W	Upstream	-749
chrVII	739101	739300	2.03	406	51	5.276618	YGR125W	YGR125W	Upstream	-3130
chrVII	739101	739300	2.03	406	51	5.276618	PPT1	YGR123C	Upstream	-992
chrVII	774201	774550	2.46	861	94	6.071208	tA(AGC)G		CDS-Exon	21
chrVII	774201	774550	2.46	861	94	6.071208	SKN1	YGR143W	Upstream	-823
chrVII	779501	779850	2.5028572	876	99	5.86501	SUF4		CDS-Exon	54
chrVII	779501	779850	2.5028572	876	99	5.86501	THI4	YGR144W	Upstream	-729
chrVII	779501	779850	2.5028572	876	99	5.86501	ENP2		Upstream	-2097
chrVII	780001	780150	0.58666664	88	9	6.4809694	THI4	YGR144W	Upstream	-329
chrVII	780001	780150	0.58666664	88	9	6.4809694	ENP2		Upstream	-1697
chrVII	808001	808200	0.89	178	21	5.618243	YGR161W-C	YGR161W-C	Upstream	-2132
chrVII	808001	808200	0.89	178	21	5.618243	MTR3	YGR158C	Upstream	-2074
chrVII	808001	808200	0.89	178	21	5.618243	NSR1	YGR159C	Upstream	-439
chrVII	808001	808200	0.89	178	21	5.618243	YGR161W-B	YGR161W-B	Upstream	-3643
chrVII	808001	808200	0.89	178	21	5.618243	YGR161W-A	YGR161W-A	Upstream	-3643
chrVII	857101	857350	1.196	299	37	5.356354	TIM13	YGR181W	Upstream	-1067
chrVII	857101	857350	1.196	299	37	5.356354	OKP1	YGR179C	Upstream	-2325
chrVII	857101	857350	1.196	299	37	5.356354	RNR4	YGR180C	Upstream	-919
chrVII	857101	857350	1.196	299	37	5.356354	PBP1	YGR178C	Upstream	-4005
chrVII	857401	857600	2.025	405	52	5.1623983	tL(CAA)G3		CDS-Exon	-4
chrVII	857401	857600	2.025	405	52	5.1623983	TIM13	YGR181W	Upstream	-792
chrVII	857401	857600	2.025	405	52	5.1623983	OKP1	YGR179C	Upstream	-2600
chrVII	857401	857600	2.025	405	52	5.1623983	RNR4	YGR180C	Upstream	-1194
chrVII	857401	857600	2.025	405	52	5.1623983	PBP1	YGR178C	Upstream	-4280
chrVII	878651	878900	3.044	761	92	5.482727	tW(CCA)G2		CDS-Exon	45
chrVII	878651	878900	3.044	761	92	5.482727	BUB1	YGR188C	Upstream	-3661
chrVII	878651	878900	3.044	761	92	5.482727	CRH1	YGR189C	Upstream	-578
chrVII	878651	878900	3.044	761	92	5.482727	HIP1	YGR191W	Upstream	-1650
chrVII	945751	946000	0.56	140	16	5.7997313	HSV2	YGR223C	Upstream	-3657
chrVII	945751	946000	0.56	140	16	5.7997313	DIE2	YGR227W	Upstream	-1548
chrVII	945751	946000	0.56	140	16	5.7997313	AMA1		CDS-Exon	727
chrVII	946355	946598	0.6229508	152	23	4.380418	HSV2	YGR223C	Upstream	-4258
chrVII	946355	946598	0.6229508	152	23	4.380418	DIE2	YGR227W	Upstream	-947
chrVII	946355	946598	0.6229508	152	23	4.380418	AMA1		CDS-Exon	1328
chrVII	986051	986250	0.56	112	13	5.710505	SDA1	YGR245C	Upstream	-4077
chrVII	986051	986250	0.56	112	13	5.710505	SOL4	YGR248W	CDS-Exon	173
chrVII	986051	986250	0.56	112	13	5.710505	MGA1	YGR249W	Upstream	-1904
chrVII	986051	986250	0.56	112	13	5.710505	BRF1	YGR246C	Upstream	-1873
chrVII	987751	987950	0.785	157	20	5.2031875	MGA1	YGR249W	Upstream	-204
chrVII	987751	987950	0.785	157	20	5.2031875	BRF1	YGR246C	Upstream	-3573
chrVII	987951	988149	0.57788944	115	12	6.352086	MGA1	YGR249W	CDS-Exon, 5'UTR	-4
chrVII	987951	988149	0.57788944	115	12	6.352086	BRF1	YGR246C	Upstream	-3773
chrVII	1004101	1004500	2.9075	1163	129	5.975714	COQ6	YGR255C	Upstream	-333
chrVII	1004101	1004500	2.9075	1163	129	5.975714	GND2	YGR256W	Upstream	-330
chrVII	1004752	1004950	0.6934673	138	16	5.716878	COQ6	YGR255C	Upstream	-884
chrVII	1004752	1004950	0.6934673	138	16	5.716878	GND2	YGR256W	CDS-Exon	221
chrVII	1004953	1005150	0.43434343	86	10	5.7003074	COQ6	YGR255C	Upstream	-1084
chrVII	1004953	1005150	0.43434343	86	10	5.7003074	GND2	YGR256W	CDS-Exon	421
chrVII	1011351	1011599	0.6506024	162	19	5.6514673	MTM1	YGR257C	Upstream	-4164
chrVII	1011351	1011599	0.6506024	162	19	5.6514673	RAD2	YGR258C	Upstream	-703
chrVII	1011351	1011599	0.6506024	162	19	5.6514673	TNA1	YGR260W	Upstream	-1016
chrVII	1011954	1012150	0.4314721	85	11	5.1218405	MTM1	YGR257C	Upstream	-4741
chrVII	1011954	1012150	0.4314721	85	11	5.1218405	RAD2	YGR258C	Upstream	-1280
chrVII	1011954	1012150	0.4314721	85	11	5.1218405	TNA1	YGR260W	Upstream	-439
chrVII	1074401	1074596	0.50510204	99	12	5.468318	MAL11	YGR289C	CDS-Exon	1322
chrVII	1074401	1074596	0.50510204	99	12	5.468318	MAL12	YGR292W	Upstream	-2108
chrVII	1083901	1084150	0.452	113	11	6.809035	COS6	YGR295C	Upstream	-1289
chrVII	1083901	1084150	0.452	113	11	6.809035	YRF1-3		Upstream	-846
chrVIII	5052	5300	0.55421686	138	15	6.098003	YHL050C	YHL050C	Upstream	-1866
chrVIII	5052	5300	0.55421686	138	15	6.098003	YHL049C	YHL049C	Upstream	-636
chrVIII	5052	5300	0.55421686	138	15	6.098003	COS8	YHL048W	Upstream	-1224
chrVIII	5651	5899	0.7590361	189	22	5.6942816	YHL048C-A	YHL048C-A	CDS-Exon, 3'UTR	21
chrVIII	5651	5899	0.7590361	189	22	5.6942816	YHL050C	YHL050C	Upstream	-2465
chrVIII	5651	5899	0.7590361	189	22	5.6942816	YHL049C	YHL049C	Upstream	-1235
chrVIII	5651	5899	0.7590361	189	22	5.6942816	COS8	YHL048W	Upstream	-625
chrVIII	48302	48500	0.42713568	85	10	5.6340246	OCA5		Upstream	-435
chrVIII	48302	48500	0.42713568	85	10	5.6340246	RIM101	YHL027W	Upstream	-2708
chrVIII	48302	48500	0.42713568	85	10	5.6340246	WSC4	YHL028W	Upstream	-360
chrVIII	85251	85500	2.712	678	87	5.165475	tV(AAC)H		CDS-Exon	-8
chrVIII	85251	85500	2.712	678	87	5.165475	PRS3	YHL011C	Upstream	-3763
chrVIII	85251	85500	2.712	678	87	5.165475	YAP3	YHL009C	Upstream	-319
chrVIII	85251	85500	2.712	678	87	5.165475	YHL009W-B	YHL009W-B	Upstream	-530
chrVIII	85251	85500	2.712	678	87	5.165475	YHL009W-A	YHL009W-A	Upstream	-530
chrVIII	85251	85500	2.712	678	87	5.165475	ETP1		Upstream	-1658
chrVIII	85601	85800	0.73	146	18	5.3762584	tV(AAC)H		Upstream	-333
chrVIII	85601	85800	0.73	146	18	5.3762584	PRS3	YHL011C	Upstream	-4088
chrVIII	85601	85800	0.73	146	18	5.3762584	YAP3	YHL009C	Upstream	-644
chrVIII	85601	85800	0.73	146	18	5.3762584	YHL009W-B	YHL009W-B	Upstream	-205
chrVIII	85601	85800	0.73	146	18	5.3762584	YHL009W-A	YHL009W-A	Upstream	-205
chrVIII	85601	85800	0.73	146	18	5.3762584	ETP1		Upstream	-1983
chrVIII	132951	133200	2.884	721	88	5.4306574	tS(AGA)H		CDS-Exon	25
chrVIII	132951	133200	2.884	721	88	5.4306574	tQ(UUG)H		Upstream	-1239
chrVIII	132951	133200	2.884	721	88	5.4306574	MIP6	YHR015W	Upstream	-1472
chrVIII	132951	133200	2.884	721	88	5.4306574	ARD1	YHR013C	Upstream	-1635
chrVIII	134201	134500	3.2833333	985	95	6.872463	tS(AGA)H		Upstream	-1250
chrVIII	134201	134500	3.2833333	985	95	6.872463	tQ(UUG)H		CDS-Exon	36
chrVIII	134201	134500	3.2833333	985	95	6.872463	MIP6	YHR015W	Upstream	-197
chrVIII	134201	134500	3.2833333	985	95	6.872463	YSC83	YHR017W	Upstream	-4337
chrVIII	134201	134500	3.2833333	985	95	6.872463	ARD1	YHR013C	Upstream	-2910
chrVIII	148851	149049	0.51758796	103	12	5.68926	tA(AGC)H		Upstream	-2643
chrVIII	148851	149049	0.51758796	103	12	5.68926	ECM12	YHR021W-A	Upstream	-268
chrVIII	148851	149049	0.51758796	103	12	5.68926	MYO1	YHR023W	Upstream	-2709
chrVIII	148851	149049	0.51758796	103	12	5.68926	RPS27B		Upstream	-288
chrVIII	358451	358650	1.98	396	47	5.5846653	tF(GAA)H2		CDS-Exon	22
chrVIII	358451	358650	1.98	396	47	5.5846653	YHR127W	YHR127W	Upstream	-2366
chrVIII	358451	358650	1.98	396	47	5.5846653	FUR1		Upstream	-3568
chrVIII	359701	359950	0.672	168	22	5.0615835	tF(GAA)H2		Upstream	-1253
chrVIII	359701	359950	0.672	168	22	5.0615835	ANS1		CDS-Exon	359
chrVIII	359701	359950	0.672	168	22	5.0615835	YHR127W	YHR127W	Upstream	-1091
chrVIII	359701	359950	0.672	168	22	5.0615835	FUR1		Upstream	-2293
chrVIII	388801	389100	2.6266668	788	72	7.254267	SUF8		CDS-Exon	48
chrVIII	388801	389100	2.6266668	788	72	7.254267	IMP3	YHR148W	Upstream	-4587
chrVIII	388801	389100	2.6266668	788	72	7.254267	DCD1	YHR144C	Upstream	-221
chrVIII	388801	389100	2.6266668	788	72	7.254267	CRP1	YHR146W	Upstream	-1353
chrVIII	447952	448145	0.6185567	120	15	5.3026114	CTR2	YHR175W	Upstream	-4824
chrVIII	447952	448145	0.6185567	120	15	5.3026114	SPC97	YHR172W	Upstream	-287
chrVIII	447952	448145	0.6185567	120	15	5.3026114	ENO2	YHR174W	Upstream	-3279
chrVIII	475601	475850	2.604	651	81	5.3271604	tV(CAC)H		CDS-Exon	53
chrVIII	475601	475850	2.604	651	81	5.3271604	PFS1	YHR185C	Upstream	-385
chrVIII	556502	557050	0.9253188	508	55	6.1221056	YHR218W	YHR218W	Upstream	-1238
chrVIII	556502	557050	0.9253188	508	55	6.1221056	YHR219W	YHR219W	Upstream	-3397
chrVIII	562401	562576	0.28977272	51	4	8.451036				
chrIX	1	200	0.695	139	15	6.1421914				
chrIX	7251	7450	0.505	101	9	7.4383855	YIL174W	YIL174W	Upstream	-2119
chrIX	7251	7450	0.505	101	9	7.4383855	YIL177C	YIL177C	Upstream	-1203
chrIX	7251	7450	0.505	101	9	7.4383855	YIL175W	YIL175W	Upstream	-1833
chrIX	7251	7450	0.505	101	9	7.4383855	VTH1	YIL173W	Upstream	-4142
chrIX	7801	8000	0.625	125	16	5.1783314	YIL174W	YIL174W	Upstream	-1569
chrIX	7801	8000	0.625	125	16	5.1783314	YIL177C	YIL177C	Upstream	-1753
chrIX	7801	8000	0.625	125	16	5.1783314	YIL175W	YIL175W	Upstream	-1283
chrIX	7801	8000	0.625	125	16	5.1783314	VTH1	YIL173W	Upstream	-3592
chrIX	8051	8250	0.66	132	17	5.146652	YIL174W	YIL174W	Upstream	-1319
chrIX	8051	8250	0.66	132	17	5.146652	YIL177C	YIL177C	Upstream	-2003
chrIX	8051	8250	0.66	132	17	5.146652	YIL175W	YIL175W	Upstream	-1033
chrIX	8051	8250	0.66	132	17	5.146652	VTH1	YIL173W	Upstream	-3342
chrIX	8301	8500	0.46	92	12	5.0816693	YIL174W	YIL174W	Upstream	-1069
chrIX	8301	8500	0.46	92	12	5.0816693	YIL177C	YIL177C	Upstream	-2253
chrIX	8301	8500	0.46	92	12	5.0816693	YIL175W	YIL175W	Upstream	-783
chrIX	8301	8500	0.46	92	12	5.0816693	VTH1	YIL173W	Upstream	-3092
chrIX	9051	9250	0.605	121	15	5.3468	PAU14		CDS-Exon	5
chrIX	9051	9250	0.605	121	15	5.3468	YIL174W	YIL174W	Upstream	-319
chrIX	9051	9250	0.605	121	15	5.3468	YIL177C	YIL177C	Upstream	-3003
chrIX	9051	9250	0.605	121	15	5.3468	YIL175W	YIL175W	CDS-Exon, 5'UTR	-33
chrIX	9051	9250	0.605	121	15	5.3468	VTH1	YIL173W	Upstream	-2342
chrIX	9751	9949	0.75879395	151	20	5.0043397	PAU14		Upstream	-695
chrIX	9751	9949	0.75879395	151	20	5.0043397	YIL177C	YIL177C	Upstream	-3703
chrIX	9751	9949	0.75879395	151	20	5.0043397	VTH1	YIL173W	Upstream	-1642
chrIX	11051	11250	0.785	157	18	5.7813196	PAU14		Upstream	-1995
chrIX	11051	11250	0.785	157	18	5.7813196	VTH1	YIL173W	Upstream	-342
chrIX	11301	11500	0.325	65	7	6.1548166	PAU14		Upstream	-2245
chrIX	11301	11500	0.325	65	7	6.1548166	VTH1	YIL173W	CDS-Exon, 5'UTR	-92
chrIX	17501	17700	0.535	107	13	5.455571	YIL171W	YIL171W	Upstream	-1915
chrIX	17501	17700	0.535	107	13	5.455571	YIL172C	YIL172C	CDS-Exon	953
chrIX	17501	17700	0.535	107	13	5.455571	HXT12	YIL170W	Upstream	-2247
chrIX	77452	77698	1.1133603	275	35	5.207922	SLN1	YIL147C	Upstream	-4122
chrIX	77452	77698	1.1133603	275	35	5.207922	TID3	YIL144W	Upstream	-499
chrIX	77452	77698	1.1133603	275	35	5.207922	ATG32		Upstream	-1802
chrIX	77452	77698	1.1133603	275	35	5.207922	PAN6		Upstream	-292
chrIX	174951	175150	2.83	566	65	5.7716885	YIL102C-A	YIL102C-A	Upstream	-1461
chrIX	174951	175150	2.83	566	65	5.7716885	YIL102C	YIL102C	Upstream	-166
chrIX	174951	175150	2.83	566	65	5.7716885	tT(AGU)I1		CDS-Exon	22
chrIX	174951	175150	2.83	566	65	5.7716885	SHQ1	YIL104C	Upstream	-3548
chrIX	174951	175150	2.83	566	65	5.7716885	SGA1	YIL099W	Upstream	-2951
chrIX	178151	178398	0.5322581	132	14	6.2495065	YIL102C-A	YIL102C-A	Upstream	-4685
chrIX	178151	178398	0.5322581	132	14	6.2495065	YIL102C	YIL102C	Upstream	-3390
chrIX	178151	178398	0.5322581	132	14	6.2495065	XBP1	YIL101C	Upstream	-1027
chrIX	178151	178398	0.5322581	132	14	6.2495065	SGA1	YIL099W	CDS-Exon	273
chrIX	178151	178398	0.5322581	132	14	6.2495065	FYV10	YIL097W	Upstream	-2150
chrIX	178552	178750	0.50753766	101	13	5.1496515	YIL102C	YIL102C	Upstream	-3767
chrIX	178552	178750	0.50753766	101	13	5.1496515	XBP1	YIL101C	Upstream	-1404
chrIX	178552	178750	0.50753766	101	13	5.1496515	SGA1	YIL099W	CDS-Exon	650
chrIX	178552	178750	0.50753766	101	13	5.1496515	FYV10	YIL097W	Upstream	-1773
chrIX	178751	178948	0.55050504	109	14	5.160577	YIL102C	YIL102C	Upstream	-3965
chrIX	178751	178948	0.55050504	109	14	5.160577	XBP1	YIL101C	Upstream	-1602
chrIX	178751	178948	0.55050504	109	14	5.160577	SGA1	YIL099W	CDS-Exon	848
chrIX	178751	178948	0.55050504	109	14	5.160577	FYV10	YIL097W	Upstream	-1575
chrIX	179203	179400	0.43434343	86	11	5.1820974	YIL102C	YIL102C	Upstream	-4417
chrIX	179203	179400	0.43434343	86	11	5.1820974	XBP1	YIL101C	Upstream	-2054
chrIX	179203	179400	0.43434343	86	11	5.1820974	SGA1	YIL099W	CDS-Exon	1300
chrIX	179203	179400	0.43434343	86	11	5.1820974	FYV10	YIL097W	Upstream	-1123
chrIX	179203	179400	0.43434343	86	11	5.1820974	PRK1	YIL095W	Upstream	-4633
chrIX	183351	183600	2.256	564	61	6.128428	tI(AAU)I1		CDS-Exon	35
chrIX	183351	183600	2.256	564	61	6.128428	YIL096C	YIL096C	Upstream	-351
chrIX	183351	183600	2.256	564	61	6.128428	PRK1	YIL095W	Upstream	-459
chrIX	183351	183600	2.256	564	61	6.128428	FMC1	YIL098C	Upstream	-3239
chrIX	197452	197750	2.5819397	772	93	5.502172	YIL091C	YIL091C	Upstream	-4409
chrIX	197452	197750	2.5819397	772	93	5.502172	tE(CUC)I		CDS-Exon	12
chrIX	248101	248350	0.872	218	25	5.7798467	ARC15	YIL062C	Upstream	-3766
chrIX	248101	248350	0.872	218	25	5.7798467	YIL057C	YIL057C	CDS-Exon	168
chrIX	248101	248350	0.872	218	25	5.7798467	SUP17		Upstream	-622
chrIX	248101	248350	0.872	218	25	5.7798467	YRB2	YIL063C	Upstream	-4484
chrIX	248101	248350	0.872	218	25	5.7798467	SNP1	YIL061C	Upstream	-2669
chrIX	248101	248350	0.872	218	25	5.7798467	VHR1		Upstream	-1764
chrIX	248651	248950	2.7333333	820	104	5.2261314	ARC15	YIL062C	Upstream	-4341
