Hybridization REF	TCGA-AO-A03P-01A-11R-A00Z-07
TNIP1	0.393
MESP1	5.0245
PSKH1	-0.17675
NSFL1C	0.911125
RHOG	-0.08675
HEY1	-2.43316666666667
KNG1	-1.810875
ITGAX	1.2936
LIN9	-0.474333333333333
CANT1	1.86225
XRN1	0.154714285714286
CCDC96	1.2231
HEATR6	-0.376166666666667
GNG7	1.13716666666667
RUNX2	0.226625
SOX1	0.489666666666667
FCRL5	0.0772
ZNF99	0.1995
FAM9A	-0.85
SNX22	1.02416666666667
MBNL3	-1.82016666666667
ODC1	-2.4637
ADORA2B	-1.9195
NR2F6	1.71175
ZFYVE16	-0.319
SYNJ2BP	0.2723
POLE	-0.644625
E2F2	-0.76975
THRA	0.913333333333333
PTGES2	-0.375166666666667
HIP1R	0.4415
TMUB1	-0.458
ENO3	-2.0925
RSPH10B	0.8585
CXorf39	0.887
IRGC	0.0175
GPR109B	-0.401
FLJ13305	-0.575
LCE3A	-0.4145
TNFRSF18	0.980166666666667
DET1	2.5875
TRPM3	-0.196
C16orf79	-0.648
FECH	1.009
RAP2A	0.239833333333333
CRIP1	2.05483333333333
AZIN1	0.00387499999999999
SLC7A7	2.6175
IL10RA	0.4249
TMEM64	-2.6415
CDC42EP4	1.6827
C16orf58	-0.0632
ARG2	-2.29625
POU5F1P4	-4.29225
FAM62B	-0.447
DNAH8	-2.1555
ASH2L	-0.486125
TSLP	-4.2545
CNTNAP5	-0.964833333333333
TMEM16C	-0.6125
IFNA14	0.458
SLC1A3	-0.29225
CABYR	0.89625
BCL7B	0.0808
NUDT13	-0.0693333333333333
C13orf28	0.13375
C1orf53	0.2475
ARL6IP4	0.4302
RPL35A	0.315
EMR3	0.143
RAB40C	0.824583333333333
SLC41A1	-0.585166666666667
LRCH1	-0.3265
LY6G5B	-0.2015
FAM124A	-0.854642857142857
MGC10981	-3.45066666666667
CLIP3	-0.5067
MAP4K2	-0.2485
CHIC1	1.0805
SULF1	2.89333333333333
C20orf30	0.886714285714286
PRDM5	-1.2805
ELOVL1	0.14625
C11orf48	-1.188375
SLC39A10	-0.99725
KCNV1	-0.0745
ACP1	-0.673
ZMYM2	-0.69225
B3GNT6	-0.270666666666667
C9orf69	0.31
C2orf15	0.66425
C20orf166	0.063
HSP90AA6P	0.4525
EDG7	0.1805
NEURL	1.89
LPL	-0.727166666666667
CLEC2D	-0.488571428571429
GRRP1	1.13916666666667
CD8B	-3.2252
HIST1H3D	0.331833333333333
SLC6A12	0.713875
FAM27L	0.2755
CD84	1.124
RASA1	0.165
PHKG1	0.00650000000000001
MAGEA11	-0.9695
IMPA1	-1.1476
NPM3	-1.81775
RARRES1	1.79225
SH3BP1	0.584125
B3GNTL1	0.7955
ARPC5L	-0.137833333333333
KLHL26	0.3775
SIM2	-0.828875
GJC1	1.021
C20orf194	0.2995
EXO1	-1.955
SLC2A2	-2.46816666666667
LOC285074	-0.51975
LRG1	1.3065
KIRREL	-0.3275
PIK3R1	-0.199214285714286
C4orf34	0.31975
MAF	-1.54822222222222
ADCY4	3.627
ZMIZ2	0.6526
SLC46A3	1.25133333333333
STAMBP	-0.1035
CCDC16	1.16075
MS4A12	0.613
TCF20	-0.3895
LRRC46	1.776
C20orf152	0.11925
MRPS6	-1.5295
ABCB11	-0.057
KCNC2	0.592
CDH19	-2.837
C9orf123	0.678
SSH3	1.133375
LDLRAD1	-2.5015
CCBE1	-0.9615
ZNF135	3.1775
TAAR1	0.392
WFDC12	0.347
CCDC42	-0.212833333333333
FLJ12529	-0.09275
PER1	-0.584333333333333
TIMM50	-0.916833333333333
SMARCAD1	0.2705
FAM26C	0.23
TP53TG3	-1.033
SH3RF1	1.3311
LMCD1	0.60375
GPR63	-0.0565
FLJ21986	-2.57925
AIFM3	-0.01825
MICAL1	0.0125
BLZF1	0.726333333333333
IQCA	0.576333333333333
PCDHGC3	-0.5765
SAC	0.362
BCL6B	2.2735
DDO	1.0695
MARCO	1.25025
DCHS1	0.353833333333333
C1orf170	-1.36083333333333
CD200R1	0.339333333333333
C22orf15	-0.1615
SEPT11	0.287333333333333
ADNP	0.82275
UST	-0.7427
C13orf34	-1.41483333333333
RFFL	0.190357142857143
APBA3	0.0035
C2orf60	-0.751375
CUTL1	0.3608
PMS1	-0.912
ZNF689	0.2765
EIF3E	-0.8905
IL9	0.2925
RPL31	-0.3585
LY9	-0.0405
ATP2B3	0.1665
KDELR2	-0.025125
TFCP2	-0.14425
NLRP12	3.34475
FLJ45422	0
TLE4	-2.1319
ZNF570	-0.623
FLJ43806	-0.185
TLK2	-0.079875
CIR	0.62075
MARS2	0.7495
COL24A1	-0.40825
SDF2L1	-1.0645
HIBADH	0.109333333333333
IGFBP3	-2.37485714285714
C12orf23	0.063375
PSPC1	0.48575
C20orf43	0.6605
TRAV20	0.808
ARHGAP24	0.206875
KIAA1975	-0.62375
C1QA	3.4121
DNTT	-4.46016666666667
C10orf6	-0.918666666666667
C11orf41	-0.621375
HNRPF	0.58
COL11A1	5.8895
UBAP2	-0.0778333333333333
CDKN2AIPNL	-1.459
C20orf174	2.758
SPRED2	0.38325
PLA2G12A	-0.0473333333333333
ICEBERG	-1.16616666666667
SCN10A	0.495
C11orf65	0.34225
GBP5	4.3815
PITPNC1	-0.927833333333333
POU3F3	1.3395
NCOA7	-1.525375
LIN7C	-0.159
LOC348840	-0.4305
NKX2-2	-3.548
ANKRD13D	0.82325
LOC123688	0.5175
FUT2	1.395
TAAR8	0.123
FZD4	-0.786916666666667
PNMA3	-1.74583333333333
OR4L1	0.811
WIT1	-2.22175
EXOC3L	1.79225
ATPBD4	0.0411
KRBA1	-1.07525
UBXD6	-0.08825
HOXB7	-1.2105
C7orf23	-0.6465
UNQ338	-0.8535
STAB2	0.2325
CDC20B	0
IRF9	2.63475
CENTG1	0.102166666666667
TNPO2	-0.5315
MCPH1	-0.703875
BMS1P5	-1.29575
SLC26A7	-0.06125
HIST1H3J	0.755
C9orf3	-0.7069
LBH	1.167125
MYO1D	0.7905
PTDSS2	0.28875
NFU1	0.00800000000000001
DEPDC4	-0.9625
WNT7B	-0.3546
GLP2R	0.0701666666666667
SETD4	-0.9696
DYNLT3	0.00239999999999997
FKBP11	-1.55683333333333
SESTD1	-0.211166666666667
FLII	0.02275
RPS16	-0.4133
CHPF	-0.553166666666667
CSNK2A1	0.568666666666667
SUMO1P1	-0.39425
FKBP6	-0.1845
ZNF214	1.7085
TWIST1	1.45833333333333
DDX56	-0.232
TRAM1L1	1.9136
EPO	-2.46666666666667
MRPS18B	0.000999999999999994
ZNF682	-0.140166666666667
RPL14	0.332833333333333
MAFF	0.164
LOC51136	-0.539375
LY96	-0.6545
DDX20	-0.4685
ABTB1	1.0575
ARL5A	-0.0153
CCT6A	-0.8805
HEPACAM	-1.4715
EHHADH	-0.0913333333333333
RBAK	0.046
CGB1	0.01125
ITGB5	-0.3804
YIPF3	0.28325
FKBP2	-0.39775
NR1D1	0.6958
TMEM110	0.828
NEK2	-1.51733333333333
PRAMEF8	-2.84675
C20orf52	-0.8055
PCDHGA3	-0.8685
VWA3B	0.296
NDUFA5	0.144125
THAP9	-0.708
FLVCR2	-0.5915
AP1S1	-0.332
SMAD6	-0.58275
SAV1	0.93825
SAT1	0.142875
ZNF251	1.20225
ADAMTS7	0.2373
RPP38	0.3795
C1orf211	-2.465
YPEL2	0.996
RBMS1	-1.73725
ZNF445	-0.319833333333333
NRXN2	-0.115
PGBD4	-0.647875
UGT2B28	-2.4225
WBSCR16	-0.3089
NLRC3	-0.356625
ASTL	0.29575
ST6GALNAC1	-3.34625
ZADH2	1.61925
MLLT4	1.74625
ARL6	0.0175
MEF2C	0.408
CBFA2T3	1.046
AFF3	1.23557142857143
COG7	0.208666666666667
MYB	0.632166666666667
PLXNA3	-0.236
XRCC2	-1.4475
MMS19	-0.54125
ST8SIA5	0.40825
CHPT1	-0.341166666666667
KIAA1712	-0.038125
OR6X1	-0.0275
ACTR3	-0.747625
UGCG	2.522
OR4P4	0.489
ZAP70	-2.54625
LPP	0.358375
ZNF485	0.89025
PTPRCAP	-0.5455
IL12RB1	0.29175
ATRX	0.3233
CHST8	2.196125
C14orf109	-0.04925
ARV1	0.0285
NMB	-0.317
COX5A	-0.236333333333333
EIF6	-0.43725
MPPED2	0.7985
SEMG1	-1.3105
CHRDL1	-1.1265
TRAF3IP2	1.48525
WNK2	-0.36925
LILRA4	2.15233333333333
LAMA2	2.32075
PXT1	0.1305
RLBP1	-2.5745
CD300C	0.24225
SLTM	-0.098625
FLJ10404	-0.3289375
APOBEC3D	-1.671
RENBP	-0.152833333333333
ATXN7L1	-0.237
NID1	0.205
TUBGCP3	-0.822
ITIH5	0.272888888888889
CCDC110	3.10625
C8A	-2.28
MGC87042	-1.76575
HOXC13	-3.06125
TFDP2	-0.5385
HCP5	1.97825
POLI	1.80275
UCN	0.504833333333333
ZNF764	0.109833333333333
C8orf45	0.0475
FHL3	-0.82725
SPATA5L1	2.648
MMRN2	2.97366666666667
NDST1	0.166166666666667
COL20A1	-0.0713333333333334
ZNF248	-0.22
PELP1	0.555833333333333
MBL2	-2.44566666666667
RNF41	0.74775
C5orf24	0.616
THOC5	-0.727625
SERINC3	0.246083333333333
RP11-151A6.2	0.929
CDCP2	-0.2065
HIST1H2AA	0.55525
C11orf75	-0.772666666666667
FKBP7	-0.8925
DDOST	-0.04875
GPNMB	0.0223333333333333
TTF2	-1.71783333333333
KCNT1	0.255
SLC39A14	-1.635375
NGRN	0.9509
GPR137B	0.76625
MECP2	-0.325375
PSMA1	-0.45975
C16orf73	-5.06175
TMEM60	0.029
CSN3	0.095
NOS1	0.4235
RAB7L1	0.812833333333333
YBX2	-0.5745
KIAA1166	0.387
FUBP3	-0.202833333333333
ABCG1	1.4525
ACACA	-0.735416666666667
ARL11	2.3183
ATOH1	0.05
ODF1	0.399833333333333
CREB3L3	-1.46166666666667
TMEM127	1.03585714285714
DSCAML1	-0.7225
PLN	3.01966666666667
LYPLA1	-0.470833333333333
PRDM9	-1.82325
SASP	-0.49275
PLUNC	0.0453333333333333
INTU	0.7545
HISPPD1	-0.285
LNPEP	-0.6475
YARS2	-0.104833333333333
APCDD1L	0.446
ZCCHC4	-0.0337
FBXO22	0.0846666666666667
TTLL13	-0.183
ZNF669	0.856
PTGDR	1.26475
DDX27	-0.761
KIAA0409	-0.0811666666666667
GJB6	0.22375
ASB8	1.1995
PLP2	-0.0551666666666667
MEPE	0.6235
OR10J5	-0.5505
KRT222P	2.04225
COQ7	0.532666666666667
C1orf101	0.545
RERG	3.0527
CHMP5	0.60275
THAP11	0.2905
ZNF43	-0.2905
ZRANB3	-1.18466666666667
KRT13	3.168875
MRPL19	-0.66125
RBBP9	0.209375
SPATA17	1.31825
BXDC5	0.296666666666667
PAFAH1B1	-0.2365
MAGEE1	1.159
OSTF1	0.6755
KIAA0323	0.276333333333333
TXNDC13	-0.0786666666666667
CNTN4	-0.228714285714286
LCE1B	-0.025
UNQ501	-0.034
ZNF154	0.77225
C3orf64	-0.076
SYT5	0.4805
PON1	0.131
FLJ10357	-0.729625
ATP4A	-1.14
GNPDA1	0.02
MGAT1	0.588166666666667
C14orf121	-0.36
SLC35B2	0.10675
MIER3	-0.0583333333333333
CHEK1	-2.62575
ZNF8	0.718166666666667
TXNDC1	-0.242666666666667
CKB	-1.0522
RTN3	0.524857142857143
FZD2	0.587833333333333
PART1	-0.342571428571429
PSMB6	-0.358
PCDHB8	-1.332
PHC3	-0.1235
PPP1R8	0.344
NOVA2	1.62066666666667
TNFRSF11B	-3.976375
GOLPH3	0.8545
UBLCP1	-0.50475
SUHW3	-0.7195
TTLL1	0.4035
OPN4	-0.032
OR13G1	0.562
ZPBP2	0.643
HSD17B11	-1.856375
C9orf50	-0.168
DHDDS	-0.219
CTSW	0.5136
NEFM	-2.505
MRPL28	-0.34675
SYN1	0.742833333333333
PIGV	-0.0755
ZIM2	-1.3145
APBB1	-0.6435
SND1	-0.39475
C1orf123	0.003
CHD3	-0.217
BHLHB8	0.241
RNASE2	-0.737666666666667
BCAP31	0.645375
SLC25A44	0.418166666666667
CHD6	0.8442
PIB5PA	1.36
SELS	2.823375
LOC541471	-0.5675
FAT2	-0.875
ZNF81	-0.141
OR4C16	0.458
FLJ10081	0.0532
LRRC4	1.18475
CS	-0.565166666666667
N4BP2	-0.511125
IGFBP7	1.4525
ZNF318	-0.177166666666667
NDNL2	0.78625
ZNF609	0.193125
SIRT4	1.714
EXOSC10	-0.39025
ECE2	-0.00945454545454546
OVGP1	0.72675
GTPBP3	-0.1905
PACS2	0.5312
C19orf36	-1.47066666666667
ARL4C	-1.195125
ATG4B	-0.27825
UBQLNL	-0.85625
RHOXF2B	-3.2615
PLEKHG2	-1.415
GALR1	-0.604
AQP4	0.309166666666667
HDAC7A	0.163833333333333
DCUN1D3	-0.1135
OR8A1	-0.1075
CCRN4L	0.74225
CBR4	-0.588166666666667
KIFC1	-1.1255
SLC7A14	-1.26016666666667
LHX5	-0.039
TRPC7	0.00750000000000001
LPXN	-0.95875
SERPINA1	-2.289375
RPS13	-0.0719
BPIL3	-0.149
PRKAA1	-2.2765
FADS2	-0.1584
ENAH	0.636
PRO1768	0.756
APBA2BP	0.11575
LIPH	1.06683333333333
C3orf33	-0.48875
RCC2	0.127214285714286
ALDH1A2	0.8659
RNF103	1.443
AHCY	-0.993
ALG12	0.253
CCL17	1.265
ZNF543	2.33133333333333
ESRRG	0.4336
CNGA1	-0.877
RDH5	-0.334166666666667
OTX1	-0.8408
PTGFR	-1.46066666666667
CDR2	0.191625
SELE	2.9665
NLGN2	-1.27466666666667
EXOSC9	-0.59975
ZNF566	-0.303
KLRC2	-3.2425
GPR12	0.902
KIAA0196	0.237
PDRG1	-0.67175
SSR3	-0.712071428571429
MSI1	-0.1255
CST9	4.3925
CC2D1A	0.42725
PLAGL1	-1.49216666666667
ZNF778	0.456
RNF2	0.062375
KLF6	-0.0521666666666667
THBD	2.74916666666667
tcag7.1314	0.66675
NR5A1	-0.255666666666667
ABCD2	-0.844
DNAJC7	-0.319
CLEC4C	0.09
TM2D3	1.11875
CCDC4	-0.514
PLAC2	0.87075
DCD	-0.2925
FAAH	1.848375
POLA1	-0.1785
TM7SF2	-1.610375
FLJ39822	1.20416666666667
FLOT2	0.059375
MAP4K1	-0.554333333333333
SRP68	0.298375
C21orf74	-0.093
ARPC5	0.175125
LOC126075	0.9625
HECW2	0.556125
ZDHHC4	0.04425
ANKRD42	0.9745
PDE9A	-0.8055
ABCA8	-0.788
NDUFS2	0.30075
UBR5	-0.06325
BTBD16	-3.55875
LOC554174	0.2815
ZNF20	1.1795
KIAA1843	0.4645
WDR17	0.818125
C15orf33	4.951
RNF113A	0.01775
CAMKK1	-0.4345
CLCN2	0.3595
ANXA6	-0.199
LOC340069	-0.3655
EMID1	1.2145
DPM3	-0.520583333333333
ELA1	-0.309
SLC25A13	-0.9649
KRT24	1.2975
SMPD1	0.012
TH	0.343875
COL6A2	0.0399285714285714
ANKS1B	1.366
GPR126	-3.2942
ZC3H12A	-0.67
TMEM47	-0.371333333333333
C2orf51	-0.343
C1orf88	2.1735
HSF2BP	-0.4245
AKAP10	0.34525
RPAP3	-0.057
KLHDC8B	0.5705
STOM	1.3398
MUPCDH	0.059875
C10orf72	-0.665375
PLEKHA3	0.286833333333333
TCP11L1	-0.7675
CWF19L1	-0.657875
SPEF1	1.59507692307692
YSK4	-0.66325
ELN	0.9761
SAMD8	1.56283333333333
MPI	-0.133
MEPCE	0.4869
ABCC3	-2.240625
NANOGP1	-3.4005
KCNK17	0.374625
HLA-DMB	3.86283333333333
RRAGA	0.963
ANGEL1	-0.49875
RBM32B	0.1565
CPN1	-2.47675
MGC52282	-0.8465
HLA-A	1.68275
OR9G4	-0.0335
EDNRB	-0.806875
SCD	-0.578642857142857
C14orf80	-1.3045
BAGE2	-0.058
RABL4	1.028
RCVRN	-0.38
SHANK1	0.169
NLRP7	-2.6445
CD226	0.79625
STAT3	0.8364375
SYNJ2	-1.089
TPCN2	-0.873333333333333
WDR36	-0.749583333333333
MBD4	-0.918
ROBO1	-0.916
ST3GAL6	-3.20225
SLAMF8	2.3645
ATN1	0.657333333333333
GPR141	0.9455
KRT36	-0.13
TPH1	-0.3235
DDX52	0.3555
ZSCAN29	1.97866666666667
TRPT1	-0.431
DPEP3	0.25175
DENND4A	-0.899
TSPAN16	0.29
PTCHD2	0.119
LOC145814	3.0415
CAP1	-0.311166666666667
EIF5A2	-0.9606
NT5DC3	-1.467
SEPT9	-0.557125
SEZ6L2	0.828
EGFLAM	2.9795
VPS11	0.90275
NDUFB5	-0.468166666666667
CIDEA	0.207
IER5L	1.20925
N6AMT1	0.267
FAM83C	0.1645
OXR1	0.94975
IRX1	-0.214
DGKB	-0.498666666666667
GCN5L2	-0.809
MIR16	-0.254375
FBXW9	0.98725
WDR4	-1.34683333333333
PDC	-0.0375
VPS33B	0.266
HEXB	-0.274
FLJ32214	0.445
TCEB3	-0.6275
CRLF1	-4.5925
ABI3BP	-1.023
C8orf22	-3.635
PYCR1	-0.162125
KIAA1706	0.7185
CDK5R2	0.790125
WAS	0.4715
C12orf60	0.3795
CCBL2	-0.695375
MADD	0.40175
C5orf34	-1.95
WDR42A	0.7954
KLF12	-1.219875
HSPA1A	2.759
ITM2C	-1.12658333333333
DAPK2	1.82566666666667
LOC442590	-0.1235
SUMF2	-0.223625
CENPA	-1.80407692307692
TMED5	-0.92175
CDH6	-0.1883
BRP44	0.54275
THG1L	-0.0855
GABRA2	-2.241
C14orf166	0.29225
MYL1	-1.345
TNFSF18	-0.2735
PAP2D	-1.73583333333333
PPIB	-0.6905
KLHL4	-0.858375
SFN	-0.461666666666667
CCDC127	0.1885
FRAP1	-0.15675
GOLGA5	0.61425
SDCCAG1	0.575125
MGC21675	0.535166666666667
C10orf95	-0.3835
KIAA1345	-0.239
C1orf163	-0.661
LACE1	-0.8275
OR10K2	-0.1275
CENPN	-2.03124
TMED2	0.33175
UGT1A6	-1.1225
ANG	0.81075
U2AF1	-1.1385
CASC2	-0.0815
NMT2	-1.49233333333333
OSGEPL1	-0.006125
DFNB31	-0.8515
SLC6A20	-0.629875
DKC1	-0.37
FXYD4	-0.9265
WDR64	-0.4655
MGC5590	0.2545
CREBZF	-0.425333333333333
DAZ1	-0.146
PRPSAP1	-0.76075
GCHFR	-1.27475
TTC7A	-1.406625
LOC196993	1.00325
UBD	1.88883333333333
S100A1	-1.169125
RPL6	0.8265
DNAJB6	0.2381
NAGS	2.1179
C2orf58	0.045
KERA	0.801666666666667
MT1X	-0.8591
UBE2B	0.88
KEAP1	0.6495
MST1	-2.52725
OMA1	0.834
ABLIM2	0.0285
BCL2L13	-0.498166666666667
JAZF1	-0.0948333333333333
TMEM63B	1.0255
S100A8	-0.6826
ARFIP2	0.8615
UROS	0.26375
KHDRBS2	-1.0395
POLQ	-2.557125
SOAT1	-2.4505
SPAG4	-1.477
MRPS30	0.313833333333333
LOC494141	-0.82125
OR2T11	0.921
ORAOV1	-0.309
ZNF184	0.0216666666666667
TCEB3B	0.656
ADAM21	-0.17
GDPD1	0.25225
SPINLW1	-0.20675
PRR14	-0.214333333333333
KCTD9	-1.9562
NUDT3	0.3995
KIAA1822	0.172
HIST1H4K	2.225
DFNA5	-2.13
GABPA	-0.48325
C14orf44	-0.4655
POLB	-0.22025
PTAR1	-0.59725
SEC31A	0.4166
TRIM58	-1.689
TAS2R14	-0.6965
VPS8	0.602875
H1F0	1.81466666666667
PRKCB1	-3.45416666666667
UGT2A1	0.103
TOR1B	-0.54325
LSS	-1.46958333333333
C2orf19	-0.3615
HNRNPC	0.537428571428571
TMEM100	-2.9645
LOC116349	0.33075
OR51M1	0.3115
CCDC142	-1.62275
ISG15	2.891
ZCCHC14	-0.1775
CREBL2	0.933
TGDS	-1.8035
DC2	0.0495
CACNA2D3	-1.91685714285714
ZNF429	-0.3405
LYPD6	0.847833333333333
SUCLG1	-0.347
OR51I1	-0.929
MAGEH1	1.7725
PRPF40A	-0.6125
SMR3A	0.5365
SPINK2	-1.78625
THAP2	0.486375
NPY5R	5.49425
IRF4	-2.015125
SPESP1	1.97266666666667
OR10S1	0.359
DTD1	-2.211
TUBE1	-1.0785
DDX19A	-0.729
PDPN	-2.426875
TMEM34	0.582166666666667
MGAM	1.097
COL3A1	5.07416666666667
GFM2	-0.2161
OR5A2	0.256
PSG9	-0.7735
ARHGEF11	0.498666666666667
IVNS1ABP	-0.59225
SIGIRR	0.8995
DUSP19	-0.166375
DNAJC14	0.4035
ACSS1	1.2265
IL1RAPL2	0.101
C4orf30	-0.14275
SEPT4	2.166
LANCL3	-2.84625
SPAG17	-0.0855
PRDX3	0.033625
HNF1A	-1.560875
P4HA2	-0.784
RFWD3	-0.683
MOV10	-0.21475
DNAJA5	0.2145
LOC729440	-0.54475
LOC200383	1.3435
SMC2	-1.1485
MIXL1	-0.892166666666667
TMEM9	0.6215
FAM86A	1.461
ZNF174	1.203
MYH14	-1.05625
CCR8	1.05675
VPS37C	0.395333333333333
GPATCH1	0.256333333333333
B3GNT8	1.9795
TBX4	-0.37325
CNR2	0.370666666666667
PCDH1	1.146
C5orf29	2.562625
OCIAD2	1.27825
PLCG2	0.0615
KIAA0247	0.59225
HRH3	0.166222222222222
CAPN13	2.511375
CCR1	-1.0091
MGC15523	0.132111111111111
UVRAG	-0.3545
DNAJA2	0.048
ITGA2B	-0.418
CLDN5	3.79825
PTPRN2	-1.96978571428571
ZNF512	-0.756333333333333
PSAP	2.27478571428571
CCDC140	-0.602
LRRC55	0.082
CYP26C1	0.00699999999999999
C8orf47	-1.3825
LYN	-0.27225
DUSP6	-1.1475
TGFB3	1.6236
ELK1	0.4007
PCDH11Y	-0.4525
HGD	-4.067
C17orf58	0.54275
MYO3A	0.1485
SERPINE2	-5.419
AARSD1	0.336625
C14orf73	-0.98825
ADAM33	-0.0715
ZNF491	-0.3425
MAPK6	0.7535
TCN1	-1.37666666666667
SLC24A6	0.4875
UBE2R2	0.49875
H1FNT	0.23125
TATDN2	0.708333333333333
LILRB1	1.055
P2RY5	0.808
NUCB2	1.2995
C2orf37	0.0465
SNX27	0.5995
MTA3	0.0913750000000001
FOXO4	0.3305
ID4	-0.668666666666667
SOX5	-2.46916666666667
PXMP3	0.982125
OR52M1	0.262
SFT2D3	0.2705
INA	-3.62
MCOLN1	1.14925
NFIX	1.9728
CLEC14A	5.31366666666667
HIBCH	-0.682166666666667
PLA2G5	1.33475
TIMM10	-0.422833333333333
MED17	-0.3861
COL4A4	-1.332
TPP1	0.412
GJA3	-0.874666666666667
TMPRSS5	-1.7405
AADACL3	0.42
DNMBP	-2.32825
ENPP5	3.94883333333333
NQO1	-2.4322
ZSCAN2	0.721125
SEC24C	1.744
GTF2A1L	-2.917
AXIN2	-0.9397
FAM33A	-1.0725
C16orf13	0.248875
SPNS2	0.424
TAF1	0.1855
AP1G2	1.25716666666667
RBM42	-0.1025
HCN2	0.5125
EFHB	-0.027
RUSC1	0.170333333333333
GRIK5	0.6655
USP21	0.746333333333333
ATAD3C	0.596
ORMDL2	0.971
PRSS7	-2.48275
PSAT1	-5.63975
FLJ13195	-0.032
TBC1D1	-0.689166666666667
IFNG	1.047
OTOS	0.5815
ZNF773	0.949833333333333
EMD	-0.46025
RETN	-0.275
CCL8	4.9125
APH1A	-0.239375
COX18	0.1465
GTF2IRD2	-0.15975
CCDC82	-2.21883333333333
PAFAH2	0.370777777777778
NPEPL1	-0.9791
RP11-114G1.1	-0.114
TP53INP1	0.8125
ZNF300	-2.65616666666667
FOXL2	-2.829
LARP2	0.23425
LATS1	0.067
HTR6	0.57
SPOCK2	0.863666666666667
RNF144B	2.42866666666667
HTATIP2	-0.15975
MGC10334	0.129333333333333
CENTA2	1.76866666666667
FGF2	-1.02
FXYD7	0.45675
PHYHIPL	-2.266375
GPR34	3.8865
DDX6	-0.604166666666667
OR10W1	-0.088
LHFPL1	-1.0395
ZNF313	1.12842857142857
VPS28	0.572
AP3M1	2.4149
AKR1CL2	-0.163
TRAF4	0.573875
OR2B11	0.513
C19orf12	-0.0963333333333333
AKAP9	-0.3665
C1orf62	0.56925
SLC20A1	-1.3271
FAM112A	0.39725
LDB2	0.687875
MRPS23	-0.14325
KLK5	0.052
SPTB	-0.1016
EFEMP2	0.5445
EFNB2	0.25825
PCM1	-1.48471428571429
NMNAT3	2.578875
TSG101	0.809833333333333
C8orf40	0.584333333333333
NOB1	-0.41025
ABHD3	-2.0425
GTF3C4	0.256875
PIGN	1.07983333333333
GALNTL1	-0.484
AEBP1	1.696125
OR9Q1	0.95
ANKRD2	0.27275
CCL28	-2.0415
TRIM38	0.938666666666667
TMCC1	0.0120833333333334
SMG5	-0.607
LRRC7	-1.596
NCAPD2	-0.724166666666667
C6orf153	-0.7905
C1orf74	0.80175
OTUD6A	0.596
DCP2	0.273833333333333
TMEM24	-1.1215
RPL18	1.777
TMEM177	-0.3935
LRRC37A3	0.37475
C1D	0.521166666666667
LDHC	-1.99325
UBE4B	-0.077
NIT1	0.2095
BTN3A3	0.1585
RASD1	2.14475
COMMD3	0.8395
SHFM1	-0.11375
BIRC8	0.42825
DUT	2.037
C12orf51	0.4365
LRRC59	0.0895
LY6H	0.9105
WDR22	0.452666666666667
EDEM1	-0.143714285714286
ADH1A	0.066
PANX2	-0.3936
CYP11B1	0.41075
CDC73	-0.43125
GPR172A	0.4265
GSTM3	1.16638461538462
KCNA5	-0.055625
SERAC1	0.347
NFATC2	-0.163
ANAPC5	0.0034
C15orf24	-0.0295
NFATC2IP	-0.36725
TNRC6C	0.667
MGC102966	-2.8735
FGD5	-0.0223333333333333
MED9	0.19975
RAB13	-0.024
C15orf49	0.268
CRYGS	-0.8577
C12orf53	-1.0134
LOC283693	0.7045
COX6B2	-0.262625
PHF14	-0.18925
FAM3A	-0.00850000000000002
RPL13	-0.1469
PRDX2	0.1102
FLJ34047	-1.6385
PRMT3	-0.8775
KCTD19	-1.6295
TRIM10	-0.658
MGC26597	0.385
GCNT4	2.41975
GPRASP1	-0.53525
CDKN1C	-0.261416666666667
RHBDL2	0.47
HSPH1	1.537
AQP1	2.874375
COL17A1	-2.8018
GFAP	-0.015375
CDC16	-0.1565
KIAA1614	-0.2135
C6orf118	-0.00816666666666667
ZSWIM5	-0.70025
FAM83F	2.44075
LYNX1	0.2070625
SYNPR	-0.2255
XG	3.48566666666667
PRSS16	-3.17375
KIF13B	-0.753142857142857
PCDH9	-1.99725
HIST1H2AH	1.72283333333333
RBM18	-0.38375
ZNF626	0.72275
HEXIM2	0.486166666666667
ITFG1	-0.002
TUBG2	-0.504
SFRS7	-0.2425
C9orf14	0.21
EXTL1	-0.135
GBP3	1.12583333333333
WDR5	-1.12625
RARG	1.26983333333333
MYO7A	-0.7805
CECR6	-0.96975
C13orf3	-1.123375
SFRS18	-0.925125
ACVR1B	0.687333333333333
PSMD1	-0.884
C7orf31	0.604666666666667
ILVBL	0.488
IFNGR1	0.24975
RNF186	0.11275
NOL9	-0.36225
MAGEL2	-0.6565
SLC29A2	-0.38525
NHSL1	-2.34725
RBMX	-0.0045
PSORS1C2	0.414375
RAD51L3	0.0950833333333333
LCN6	0.671
ORAI2	-0.373625
BRUNOL6	0.3418
OR4K5	-0.147
CDC123	-0.508625
MSLN	-1.69116666666667
WWTR1	-0.656333333333333
ZNF700	-0.6175
COBL	-0.339
PPP1R16B	-0.6305
GAS7	-0.8429
MDN1	-0.158875
HAAO	-0.246
C9orf68	1.05925
TNFAIP2	0.4335
FOXN1	-0.026
hCG_2033311	1.04283333333333
ATP6V0D2	0.6375
RPL41	1.027875
SLC38A1	0.107625
ARHGAP6	-1.333
ADAD2	-0.024
PHF20L1	0.18725
